student_no
25251303
25251842
25251299
25252483
25241330
25252108
25242368
25241693
25252741
25253361
25241521
25242105
25250963
25250785
25240210
25240719
25254786
25252875
25252413
25250796
25250260
25254844
25254539
25251925
25251086
25252679
25252586
25250793
25251882
25252686
25251087
25250805
25251765
25251365
25241518
25251779
25254067
25252845
25242727
25252881
25241666
25252020
25253360
25251872
25241672
25240188
25251878
25250163
25253718
25254640
25253476
25254853
25243356
25253122
25240696
25250918
25250798
25240695
25252140
25251591
25252683
25243555
25240706
25252024
25253733
25254517
25251302
25250936
25251353
25251783
25243880
25251877
25240725
25254513
25251383
25252863
25251304
25251662
25250250
25240722
25252148
25254407
25254888
25251928
25253468
25253465
25242725
25253128
25250913
25254823
25253470
25254834
25241296
25240206
25241694
25251923
25250312
25251873
25250272
25251866
25253358
25253773
25251362
25241533
25253728
25252119
25252856
25250972
25252860
25250990
25240715
25250107
25253431
25243848
25250910
25243056
25253463
25251929
25250908
25254804
25254880
25251084
25252482
25251888
25241320
25254038
25243847
25251592
25251972
25251785
25252124
25252109
25251768
25254589
25252142
25250946
25250787
25253763
25252682
25252130
25252339
25252737
25251924
25252015
25251080
25241286
25254852
25252026
25254550
25254533
25254767
25254795
25254831
25250367
25251668
25250812
25250927
25241334
25241338
25251971
25251666
25252077
25251664
25254490
25250955
25251979
25251984
25252885
25252012
25252146
25251351
25252111
25254822
25252867
25251911
25250329
25251079
25252865
25253118
25252739
25254836
25254828
25253467
25254858
25253481
25252873
25240738
25252412
25251977
25242103
25252138
25254794
25241497
25253115
25252740
25252121
25252118
25251982
25251381
25252008
25250561
25253116
25253426
25254948
25252877
25254406
25250940
25254507
25240731
25254801
25252145
25252684
25241291
25250781
25254821
25254362
25254724
25254788
25253478
25243708
25255007
25253740
25241681
25250917
25251968
25252129
25254503
25252336
25250773
25251344
25250663
25252147
25253851
25252859
25240736
25251974
25240689
25254791
25251358
25251976
25250797
25252872
25254204
25254790
25252866
25253357
25250950
25243174
25251927
25254777
25254860
25250912
25243088
25240735
93240001
25253471
25252738
25252411
25253725
25251297
25252120
25251791
25254635
25253715
25253734
25250576
25250270
25250780
25241340
25254839
25252869
25254825
25241654
25251078
25251665
25253428
25254799
25250988
25252021
25252585
25251379
25253480
25251889
25254770
240103
25240729
25243832
25250757
25251922
25251345
25252139
25253759
25251361
25252017
25254497
25250162
25253717
25250945
25253970
25253132
25254873
25250569
25251978
25241326
25251880
25251885
25250064
25252884
25243616
25253765
25250922
25254805
25254780
25240701
25242096
25254278
25242989
25241310
25241668
25254951
25251973
25251975
25254402
25250246
25251883
74240054
25250949
25254106
25251294
25253768
25250938
25250958
25254644
25254840
25254787
25251085
25243113
25251868
25254793
25254664
25253461
25254398
25251980
25251738
25254123
25251966
25250799
25254334
25251667
25243709
240007
25251355
25250308
25254394
25254665
25241311
25251879
25251340
25250074
25254508
25253736
25253797
25251983
25254506
25250937
25254367
25254540
25254518
25252143
25240740
25253427
25252013
25240742
25252028
25253423
25252115
25253425
25253460
25254768
25243116
25251663
25240693
25240727
25250558
25253731
25250256
25251945
25253772
25241469
25250941
25252112
25250786
25253990
25252018
25241293
25254268
25251378
25250957
25240459
25251871
25242126
25252019
25253126
25254849
25254357
25254359
25254242
25252480
25240720
25251730
25252016
25253972
25251295
25252127
25252022
25251981
25251874
25252680
25253429
25254874
25252882
25254269
25251347
25254046
25253714
25250951
25251884
25252870
25253729
25250071
25243842
25251921
25250772
25241667
25253131
25250914
25251083
25252335
25254548
25251594
25253479
25254861
25241674
25243705
25240707
25243230
25251357
25251789
25250252
25253769
25253760
25251766
25254775
25252736
25253770
25254729
25250290
25254524
25253852
25250341
25252871
25240029
25250342
25251918
25241314
25250801
25250800
25250775
25254808
25254265
25253120
25250108
25254646
25240733
25251913
25252408
25254730
25254769
25253764
25252735
25251336
25251944
25254095
25252144
25251943
25251333
25250215
25240713
25250774
25254883
25250948
25243844
25251077
25243781
25252862
25251767
25253727
25252023
25254650
25254800
25254636
25252479
25243100
25254838
25251926
25253796
25243872
240104
25240712
25253469
25252076
25251780
25250954
25253723
25250194
25251777
25253732
25251366
25254523
25254590
25241325
25254147
25251851
25254404
25251969
25251089
25254819
25253117
25253125
25253119
25254547
25253464
25243410
25250919
25253766
25254841
25251081
240094
25240202
25243759
240090
25252407
25252005
25253756
25253782
25251369
25251948
25251833
25250105
25251320
25252410
25253363
25251069
25254520
25253749
25240743
25250523
25254368
25251076
25253793
25253754
25252344
25254538
25251895
25253458
25252971
25254802
25243758
25250927
25251850
25250925
25241366
25254813
25252691
25254196
25242319
25251933
25253861
25252700
25251996
25250934
25253788
25240141
25250758
25251387
25251613
25252853
25254806
25251903
25253459
25254649
25250967
25252973
25254816
25254792
25252341
25251930
25251371
25250924
25254509
25252094
25251773
25250550
25251305
25253776
25250970
25253106
25251860
25253781
25251838
25250756
25253787
25253962
25253100
25254549
25253110
25250977
25250806
25252980
25250807
25251385
25251909
25243173
25251321
25253784
25251370
25251824
25253967
25253777
25251858
25254894
