student_no
25253436
25254764
25250431
25253710
25251318
25250031
25251900
25254648
25253859
25252974
25250760
25253451
25254789
25252342
25241370
25254544
25254974
25255067
25253711
25242694
25252843
25252486
25250923
25253741
25254725
25252966
25250982
25252692
25251986
25250965
25253791
25253453
25250974
25254797
25252844
25254531
25243651
25254541
25253786
25251902
25252345
25254361
25251736
25250831
25251830
25253365
25252685
25252090
25254595
25253455
25252693
25251863
25252415
25241692
25241360
25254526
25251957
25253099
25250767
25252695
25241344
25251962
25251384
25253433
25250768
25251899
25254542
25254862
25252968
25251310
25251307
25251772
25251935
25254243
25251322
25253108
25253744
25252485
25250751
25251941
25251612
25251908
25254396
25254258
25250761
25253445
25254726
25254537
25254865
25253456
25254835
25252002
25253114
25251073
25251610
25251770
25251314
25251312
25254521
25253855
25254408
25253746
25241374
25251814
25251068
25251949
25251963
25250986
25251985
25254173
25250384
25254360
25253109
25251774
240092
25252343
25251998
25254817
25241372
25253424
25253704
25253712
25251890
25251064
25251954
25254512
25252694
25253713
25240688
25254511
25253757
25252107
25254365
25253774
25250802
25251906
25254953
25253755
25252975
25253450
25254535
25250971
25250975
25252346
25254733
25243663
25251939
25252689
25254886
25251608
25254525
25252699
25254785
25253853
25250929
25251855
25251839
25253366
25241478
25253102
25251734
25250573
25254593
25253738
25253437
25251904
25250762
25252702
25240494
25251061
25250545
25254879
25251735
25251822
25253854
25251951
25250931
25251956
25253960
25253778
25250754
25251609
25254519
25252970
25251616
25250928
25252487
25253443
25250964
25251317
25251775
25250980
25251066
25254522
25253367
25251891
25252969
25254847
25254854
25241703
25250407
25251938
25251611
25252846
25252698
25254023
25252687
25252852
25251606
25254891
25253434
25251861
25254516
25252089
25254796
25242717
25240694
25254514
25253362
25252878
25253452
25250383
25254722
25254857
25254812
25254826
25250145
25250915
25252078
25251332
25251856
25251733
25252849
25252416
25252079
25251319
25253113
25254085
25251905
25254510
25243706
25250766
25251063
25241371
25253112
25252704
25250808
25251074
25253783
25253779
25243846
25252347
25254645
25254798
25254554
25254829
25253706
25253775
25253750
25253789
25250930
25250935
25253441
25254395
25253742
25254528
25252011
25251732
25251994
25252886
25250169
25253364
25251991
25254892
25254534
25254530
25250983
25252706
25250984
25250769
25254827
25252981
25252096
25240709
25251835
25252087
25254662
25250619
25251614
25251931
25252010
25251849
25250157
25251961
25253790
25251374
25240684
25254811
25253856
25251071
25250969
25253794
25250765
25251615
25254779
25254855
25254850
25254546
25254871
25253860
25241346
25252489
25252082
25251865
25253857
25253743
25253439
25250362
25251989
25251897
25240030
25254025
25250932
25252967
25243710
25251950
25252417
25251910
25252414
25254843
25250753
25250981
25252888
25254731
25254878
25240697
25253447
25254783
25250353
25251376
25252086
25251854
25254532
25251769
25254663
25252851
25241697
25251607
25251729
25251771
25254784
25254639
25254706
25254515
25251990
25254102
25254527
25254543
25252701
25250541
25254851
25254818
25240745
25241702
25250171
25251796
25251946
25252488
25254882
25254900
25252136
25252105
25251731
25254666
25250524
25250537
25251993
25251947
25250527
25251325
25251936
25251386
25250978
25254875
25251075
25250976
25250397
25250133
25254551
25254641
25254887
25254037
